■ 개봉일람_연도별,,,,,,,,,,,,,,,,,
- 조회일: 2019-10-26,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간 : 1980~2019   국적 : 전체   영화명 : 전체   개봉일 : 전체   영화구분 : 전체   영화유형 : 개봉영화    ],,,,,,,,,,,,,,,,,
<,,,,,,,,,,,,,,,,,
순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국,전국,전국,서울,서울,장르,등급,영화구분
,,,,,,,,,,스크린수,매출액,관객수,매출액,관객수,,,
15265,무장도시,리 해리,,(주)우진필림,,1991-12-07,개봉영화,장편,미국,0,0,0,0,"6,430",액션,고등학생이상관람가,일반영화
15266,무장원 소걸아,진가상,"골든하베스트,영성전영공사",(주)동아수출공사,,1993-02-20,개봉영화,장편,홍콩,0,0,0,0,"29,086",액션,중학생이상관람가,일반영화
15267,무장원 장보자,장국청,,(주)대성영화,,1993-11-06,개봉영화,장편,홍콩,0,0,0,0,703,드라마,중학생이상관람가,일반영화
15268,무장원 철교삼,풍백원,,(주)대성영화,,1994-08-27,개봉영화,장편,홍콩,0,0,0,0,"1,025",액션,고등학생이상관람가,일반영화
15269,무적자,스티브 바네트,이미지 프로덕션,(주)모가드코리아,,1993-08-28,개봉영화,장편,미국,0,0,0,0,"4,218",액션,고등학생이상관람가,일반영화
15270,무적철인 람보트,문덕성,대원동화(주),,,1985-12-21,개봉영화,장편,한국,0,0,0,0,"11,023",SF,연소자관람가,일반영화
15271,무적쾌차,진훈기,,태흥영화(주),,1990-09-29,개봉영화,장편,홍콩,0,0,0,0,"26,808",액션,고등학생이상관람가,일반영화
15272,무적행운성,진우,,(주)대일필림,,1990-12-22,개봉영화,장편,홍콩,0,0,0,0,"7,944",코미디,고등학생이상관람가,일반영화
15273,무정의 제3부두,이혁수,(주)반도영상,,,1993-09-11,개봉영화,장편,한국,0,0,0,0,"2,168",액션,고등학생이상관람가,일반영화
15274,무회행동,유국호,,신라영화(주),,1990-02-10,개봉영화,장편,홍콩,0,0,0,0,"4,930",액션,고등학생이상관람가,일반영화
15275,문 나이트,리나 발트뮬러,,신라영화(주),,1994-08-13,개봉영화,장편,이탈리아,0,0,0,0,623,드라마,고등학생이상관람가,일반영화
15276,문 워커,,,,,1988-12-23,개봉영화,장편,미국,0,0,0,0,"38,895",SF,연소자관람가,일반영화
15277,문스트럭,,메트로-골드윈-마이어,유아이피-씨아이씨영화및비디오배급(유),,1989-10-07,개봉영화,장편,미국,0,0,0,0,"25,012",드라마,고등학생이상관람가,일반영화
15278,묻지마 패밀리,"박상원,박광현",(주)디지털수다,,영화사청어람(주),2002-05-30,개봉영화,옴니버스,한국,0,N/A,0,N/A,"208,360",액션,15세관람가,일반영화
15279,물 위를 걷는 여자,박철수,(주)성일씨네마트,,,1990-09-29,개봉영화,장편,한국,0,0,0,0,"107,297",멜로/로맨스,연소자관람불가,일반영화
15280,물고기자리,김형태,제이원프로(주),,,2000-10-21,개봉영화,장편,한국,0,0,0,0,"15,674",드라마,15세관람가,일반영화
15281,물랑루즈,바즈 루어만,,"(유)조이앤컨텐츠그룹,이십세기폭스필름코퍼레이션","(주)프레인글로벌,이십세기폭스필름코퍼레이션",2001-10-26,개봉영화,장편,미국,0,0,0,0,"530,812",멜로/로맨스,15세관람가,독립/예술영화
15282,물랭루즈,장영일,(주)세한진흥,,,1993-12-04,개봉영화,장편,한국,0,0,0,0,"2,073",드라마,연소자관람불가,일반영화
15283,물레방아,조명화,세경진흥(주),,,1986-05-03,개봉영화,장편,한국,0,0,0,0,"9,458",드라마,연소자관람불가,일반영화
15284,물망초,이미례,(주)하명중 영화제작소,,,1987-10-01,개봉영화,장편,한국,0,0,0,0,"41,599",드라마,중학생이상관람가,일반영화
15285,물목,조명화,세경진흥(주),,,1985-09-06,개봉영화,장편,한국,0,0,0,0,258,사극,연소자관람불가,일반영화
15286,물보라,김수용,대양필름(주),,,1980-10-17,개봉영화,장편,한국,0,N/A,0,N/A,"14,323",드라마,연소자관람불가,일반영화
15287,물위의 하룻밤,강정수,(주)우림영화,,,1998-05-30,개봉영화,장편,한국,0,0,0,0,"90,854",멜로/로맨스,18세 미만인 자는 관람할 수 없는 등급,일반영화
15288,물의나라,유영진,지미필림,,,1990-01-20,개봉영화,장편,한국,0,0,0,0,"73,686",드라마,연소자관람불가,일반영화
15289,뭔가 보여드리겠읍니다,김수형,(주)화천공사,,,1980-06-06,개봉영화,장편,한국,0,N/A,0,N/A,"70,993",코미디,연소자관람가,일반영화
15290,뮤리엘의 웨딩,P.J. 호건,씨비 2000,(주)하명중 영화제작소,,1995-05-20,개봉영화,장편,호주,0,0,0,0,"17,006",코미디,고등학생이상관람가,일반영화
15291,뮤즈,알버트 브룩스,,시나브로엔터테인먼트(주),시나브로엔터테인먼트(주),2002-11-29,개봉영화,장편,미국,0,0,0,0,"5,717",코미디,15세관람가,일반영화
15292,뮤직 오브 하트,웨스 크레이븐,미라맥스 필름즈,월트디즈니컴퍼니코리아(주),,2000-10-21,개봉영화,장편,미국,0,0,0,0,"1,601",드라마,전체관람가,일반영화
15293,뮤직박스,코스타 가브라스,카롤코 픽쳐스,(주)극동스크린,트라이스타 픽쳐스,1990-02-24,개봉영화,장편,미국,0,0,0,0,"76,400",드라마,중학생이상관람가,일반영화
15294,뮤턴트 에일리언,빌 플림톤,,(주)씨뉴,필름뱅크(주),2002-02-22,개봉영화,장편,미국,0,0,0,0,"2,596",SF,18세관람가,독립/예술영화
15295,뮬란,"베리 쿡,토니 밴크로프트",월트디즈니,월트디즈니,,1998-07-17,개봉영화,장편,미국,0,0,0,0,"771,194",애니메이션,모든 관람객이 관람할 수 있는 등급,일반영화
15296,"미, 마이셀프 앤드 아이린","바비 패럴리,피터 패럴리",,이십세기폭스코리아(주),이십세기폭스코리아(주),2000-09-08,개봉영화,장편,미국,0,0,0,0,"58,958",코미디,18세관람가,일반영화
15297,미끼,박태우,(주)파노라마영화사,,,1998-03-21,개봉영화,장편,한국,0,0,0,0,149,드라마,고등학생이상관람가,일반영화
15298,미나 타넨바움,마르틴 두고슨,,(주)영서필름,,1994-11-19,개봉영화,장편,프랑스,0,0,0,0,"10,708",드라마,연소자관람불가,일반영화
15299,미녀 드라큐라,존 랜디스,워너브러더스 코리아(주),워너브러더스 코리아(주),,1993-08-14,개봉영화,장편,미국,0,0,0,0,"5,418",공포(호러),연소자관람불가,일반영화
15300,미녀공동묘지,김인수,합동영화(주),,,1985-07-13,개봉영화,장편,한국,0,0,0,0,"4,544",공포(호러),연소자관람불가,일반영화
15301,미녀사냥,김오대,㈜김추련 제작소,,,1991-02-14,개봉영화,장편,한국,0,0,0,0,"5,033",드라마,연소자관람불가,일반영화
15302,미녀삼총사,맥지,콜럼비아 트라이스타,,콜럼비아 트라이스타,2000-11-25,개봉영화,장편,미국,0,0,0,0,"526,617",액션,15세관람가,일반영화
15303,미녀와 야수,"게리 트러스데일,커크 와이즈",월트디즈니,"워너브러더스 코리아(주),한국소니픽쳐스릴리징브에나비스타영화㈜","워너브러더스 코리아(주),한국소니픽쳐스릴리징브에나비스타영화㈜",1992-07-04,개봉영화,장편,미국,0,0,0,0,"590,904",애니메이션,"연소자관람가,전체관람가",일반영화
15304,미니언,장 마크 피세,,(주)서울필름,,1998-09-26,개봉영화,장편,미국,0,0,0,0,"1,575",공포(호러),15세 미만인 자는 관람할 수 없는 등급,일반영화
15305,미드나이트 블루,스캇 스나이더,,(주)동아수출공사,,1997-04-26,개봉영화,장편,미국,0,0,0,0,"2,483",성인물(에로),연소자관람불가,일반영화
15306,미드나이트런,마틴 브레스트,"시티 라이트 필름즈,유니버셜 픽쳐스",유아이피-씨아이씨영화및비디오배급(유),,1990-09-29,개봉영화,장편,미국,0,0,0,0,"3,769",액션,고등학생이상관람가,일반영화
15307,미드나잇 대결전,존 니코렐라,,(주)삼화프로덕션,,1993-03-27,개봉영화,장편,미국,0,0,0,0,"3,774",액션,연소자관람불가,일반영화
15308,미드나잇 익스프레스,알란 파커,,(주)율가필림,,1996-08-31,개봉영화,장편,미국,0,0,0,0,"44,672",드라마,연소자관람불가,일반영화
15309,미드나잇 히쳐,로버트 하몬,트라이스타 픽쳐스,세운미디어(유성),,1996-05-24,개봉영화,장편,미국,0,0,0,0,"2,397",공포(호러),연소자관람불가,일반영화
15310,미란다,문신구,영창필름,,,1995-04-01,개봉영화,장편,한국,0,0,0,0,"13,678",성인물(에로),연소자관람불가,일반영화
15311,미란다: 8요일의 여자,틴토 브라스,,"유성필름,위드 라이언 픽쳐스",위드 라이언 픽쳐스,1994-08-20,개봉영화,장편,이탈리아,0,0,0,0,"4,616",멜로/로맨스,"고등학생이상관람가,청소년관람불가",일반영화
15312,미르카,라키드 벤하디,,지엠아이,,2000-11-10,개봉영화,장편,영국,0,0,0,0,2,드라마,18세관람가,일반영화
15313,미리마리 우리두리,고영남,현진필름,,,1988-04-02,개봉영화,장편,한국,0,0,0,0,"37,286",가족,중학생이상관람가,일반영화
15314,미망인 글로리아,람베르 토바바,,거성필름,,1993-10-07,개봉영화,장편,이탈리아,0,0,0,0,"4,733",스릴러,연소자관람불가,일반영화
15315,미미와 철수의 청춘스케치,이규형,㈜단성시네마,,,1987-07-04,개봉영화,장편,한국,0,0,0,0,"260,916",드라마,중학생이상관람가,일반영화
15316,미믹,길예르모 델 토로,디멘션 필름즈,삼성영상사업단,,1999-01-30,개봉영화,장편,미국,0,0,0,0,"88,524",SF,15세 미만인 자는 관람할 수 없는 등급,일반영화
15317,미세스 다웃파이어,크리스 콜럼버스,블루울프 프로덕션,이십세기폭스코리아(주),,1994-01-22,개봉영화,장편,미국,0,0,0,0,"468,229",드라마,중학생이상관람가,일반영화
15318,미세스 브라운,존 매든,브리티쉬브로드캐스팅코퍼레이션,월트디즈니,,1998-11-14,개봉영화,장편,미국,0,0,0,0,808,드라마,12세 미만인 자는 관람할 수 없는 등급,일반영화
15319,미션,두기봉,밀키웨이 이미지,오성미디어(주),,2000-04-22,개봉영화,장편,홍콩,0,0,0,0,"5,376",액션,18세관람가,일반영화
15320,미션,롤랑 조페,,(주)피터팬픽쳐스,(주)피터팬픽쳐스,1986-12-24,개봉영화,장편,영국,0,0,0,0,"525,630",드라마,"12세이상관람가,국민학생관람불가,15세이상관람가",독립/예술영화
15321,미션 임파서블,브라이언 드 팔마,파라마운트 픽쳐스,유아이피-씨아이씨영화및비디오배급(유),,1996-06-15,개봉영화,장편,미국,0,0,0,0,"622,237",액션,고등학생이상관람가,일반영화
15322,미션 임파서블 2,오우삼,파라마운트 픽쳐스,UIP코리아,,2000-06-16,개봉영화,장편,미국,0,0,0,0,"1,230,633",액션,15세관람가,일반영화
15323,미션 투 마스,브라이언 드 팔마,터치스톤 픽처스,,브에나비스타인터내셔널코리아,2000-05-04,개봉영화,장편,미국,0,0,0,0,"126,633",SF,전체관람가,일반영화
15324,미션바라바,사이토 코이치,"센토엔터테인먼트(주),(주)키네마서울,필름라인",,,2002-06-21,개봉영화,장편,한국,0,N/A,0,N/A,665,액션,15세관람가,일반영화
15325,미술관 옆 동물원,이정향,,,,1998-12-19,개봉영화,장편,한국,0,0,0,0,"412,472",드라마,15세 미만인 자는 관람할 수 없는 등급,일반영화
15326,미쉬카,장 프랑수아 스테브냉,,,,2002-06-20,개봉영화,장편,프랑스,0,0,0,0,0,코미디,,일반영화
15327,미스 김,박호태,,,,1985-06-01,개봉영화,장편,한국,0,0,0,0,"11,578",드라마,연소자관람불가,일반영화
15328,미스 베어,폴 질러,얼라이언스커뮤니케이션즈코퍼레이션,(주)무비온무비 인터내셔날,,1998-02-07,개봉영화,장편,캐나다,0,0,0,0,"13,322",가족,모든 관람객이 관람할 수 있는 등급,일반영화
15329,미스 에이전트,도날드 페트리,,워너브러더스 코리아(주),워너브러더스 코리아(주),2001-03-31,개봉영화,장편,미국,0,0,0,0,"182,909",액션,12세관람가,일반영화
15330,미스터 굿바를 찾아서,리차드 브룩스,파라마운트 픽쳐스,,,1984-10-27,개봉영화,장편,미국,0,0,0,0,"190,403",드라마,연소자관람불가,일반영화
15331,미스터 디즈,스티븐 브릴,,"콜롬비아,한국소니픽쳐스릴리징브에나비스타영화㈜",한국소니픽쳐스릴리징브에나비스타영화㈜,2002-10-31,개봉영화,장편,미국,0,0,0,0,"21,093",코미디,12세관람가,일반영화
15332,미스터 맘마,강우석,(주)신씨네,,,1992-10-02,개봉영화,장편,한국,0,0,0,0,"227,294",드라마,중학생이상관람가,일반영화
15333,미스터 몬스터,로베르토 베니니,"아이리스필름,멜람포 시네마토그라피카",,,1995-06-10,개봉영화,장편,이탈리아,0,0,0,0,"4,257",코미디,연소자관람불가,일반영화
15334,미스터 바티뇰,제라르 쥐노,,,,2002-06-20,개봉영화,장편,프랑스,0,0,0,0,0,코미디,,일반영화
15335,미스터 부 4 - 마등보표,허관문,골든하베스트,,,1981-12-17,개봉영화,장편,홍콩,0,0,0,0,"123,082",액션,연소자관람가,일반영화
15336,미스터 원더풀,안소니 밍겔라,사무엘 골드윈 컴퍼니,,,1994-06-11,개봉영화,장편,미국,0,0,0,0,"3,749",코미디,고등학생이상관람가,일반영화
15337,미스터 존스,마이크 피기스,,콜럼비아트라이스타㈜,,1994-03-19,개봉영화,장편,미국,0,0,0,0,"26,007",드라마,고등학생이상관람가,일반영화
15338,미스터 커티,도날드 페트리,브에나비스타인터내셔널코리아,한국영상투자개발(주),,1998-04-04,개봉영화,장편,미국,0,0,0,0,"3,544",코미디,고등학생이상관람가,일반영화
15339,미스터 코코낫,고지삼,,,,1992-02-15,개봉영화,장편,홍콩,0,0,0,0,"1,492",코미디,연소자관람가,일반영화
15340,미스터 콘돔,양윤호,영화제작소1927,,대우시네마,1997-03-01,개봉영화,장편,한국,0,0,0,0,"157,032",멜로/로맨스,연소자관람불가,일반영화
15341,미스터 트러블,조나스 프릭크,,(주)율가필림,,1993-05-11,개봉영화,장편,스웨덴,0,0,0,0,604,코미디,고등학생이상관람가,일반영화
15342,미스터 플라워,마이클 골든버그,뉴라인 시네마,오스카필름,,1996-06-29,개봉영화,장편,미국,0,0,0,0,"31,422",멜로/로맨스,고등학생이상관람가,일반영화
15343,미스트 라이얼,헤이우드 골드,,(주)동아수출공사,,1998-03-04,개봉영화,장편,미국,0,0,0,0,121,드라마,15세 미만인 자는 관람할 수 없는 등급,일반영화
15344,미스틱 피자,도날드 페트리,사무엘 골드윈 컴퍼니,양전흥업,사무엘 골드윈 컴퍼니,1990-02-03,개봉영화,장편,미국,0,0,0,0,"14,279",드라마,고등학생이상관람가,일반영화
15345,미쓰코뿔소 미스터코란도,이장호,판영화사(주),,,1989-07-29,개봉영화,장편,한국,0,0,0,0,"11,973",드라마,연소자관람가,일반영화
15346,미아리텍사스,이병주,팀영화사,,,1991-11-02,개봉영화,장편,한국,0,0,0,0,"15,644",드라마,연소자관람불가,일반영화
15347,미움의 세월,,신한영화(주),,,1983-04-23,개봉영화,장편,한국,0,0,0,0,"2,673",드라마,연소자관람불가,일반영화
15348,미워 미워 미워,최동준,현진필름,,,1982-11-27,개봉영화,장편,한국,0,0,0,0,"8,035",드라마,연소자관람불가,일반영화
15349,미워도 다시 한번 '80,변장호,한림영화,,,1980-06-21,개봉영화,장편,한국,0,N/A,0,N/A,"364,538",드라마,국민학생관람불가,일반영화
15350,미워도 다시 한번 '80 제2부,변장호,한림영화,,,1981-05-30,개봉영화,장편,한국,0,0,0,0,"37,891",드라마,국민학생관람불가,일반영화
15351,미워도 다시 한번 2002,정소영,"제이웰엔터테인먼트(주),합동영화사",,,2002-05-30,개봉영화,장편,한국,0,N/A,0,N/A,"11,359",드라마,12세관람가,일반영화
15352,미워할 수 없는 너,문여송,합동영화(주),,,1981-01-11,개봉영화,장편,한국,0,0,0,0,"27,980",드라마,연소자관람불가,일반영화
15353,미이라,스티븐 소머즈,"알파빌필름즈,유니버셜 픽쳐스",UIP,,1999-07-10,개봉영화,장편,미국,0,0,0,0,"1,114,916",액션,12세관람가,일반영화
15354,미이라2,스티븐 소머즈,,UIP코리아,UIP코리아,2001-06-15,개봉영화,장편,미국,0,0,0,0,"948,170",액션,12세관람가,일반영화
15355,미인(美人),여균동,기획시대(주),,(주)신도필림,2000-08-12,개봉영화,장편,한국,0,0,0,0,"197,015",멜로/로맨스,18세관람가,일반영화
15356,미저리,롭 라이너,,(주)삼호필림,,1991-03-01,개봉영화,장편,미국,0,0,0,0,"99,753",스릴러,고등학생이상관람가,일반영화
15357,미지와의 조우,스티븐 스필버그,,남아진흥(주),,1982-03-13,개봉영화,장편,미국,0,0,0,0,"96,158",드라마,연소자관람가,일반영화
15358,미지왕,김용태,태흥영화(주),,,1996-12-21,개봉영화,장편,한국,0,0,0,0,"10,403",코미디,연소자관람불가,일반영화
15359,미지의 흰새,박한순,(주)한영필림,,,1992-03-07,개봉영화,장편,한국,0,0,0,0,"2,030",드라마,고등학생이상관람가,일반영화
15360,미친 사랑의 노래,김호선,(주)극동스크린,,,1990-06-23,개봉영화,장편,한국,0,0,0,0,"46,581",멜로/로맨스,연소자관람불가,일반영화
15361,미키 루크의 추적자,제프 머피,,현진필름,,1994-04-09,개봉영화,장편,미국,0,0,0,0,"12,062",서부극(웨스턴),고등학생이상관람가,일반영화
15362,미키 루크의 F.T.W,마이클 카벨니코프,누 이미지,(주)우진필림,,1995-04-29,개봉영화,장편,미국,0,0,0,0,"6,497",드라마,연소자관람불가,일반영화
15363,미키 블루 아이즈,켈리 매킨,"캐슬 락 엔터테인먼트,Simian Films",워너브러더스 코리아(주),,1999-10-23,개봉영화,장편,미국,0,0,0,0,"31,386",코미디,12세관람가,일반영화
15364,미키루크의 엑시트 인 레드,유렉 보가예비츠,,(주)서울필름,,1997-04-19,개봉영화,장편,미국,0,0,0,0,"7,345",멜로/로맨스,연소자관람불가,일반영화
15365,미트 페어런츠,제이 로치,,씨제이엔터테인먼트,,2001-01-12,개봉영화,장편,미국,0,0,0,0,"190,953",코미디,12세관람가,일반영화
15366,미팅,로버트 메나드,,해성흥업,,1992-01-11,개봉영화,장편,캐나다,0,0,0,0,868,드라마,고등학생이상관람가,일반영화
15367,밀리언달러 호텔,빔 벤더스,,몽토영작(주),씨제이엔터테인먼트,2002-05-31,개봉영화,장편,영국,0,0,0,0,"18,812",드라마,15세관람가,일반영화
15368,밀림의 대탈출,김종성,(주)삼영필림,,,1986-07-29,개봉영화,장편,한국,0,0,0,0,"2,311",드라마,국민학생관람불가,일반영화
15369,밀명마상객,신위균,합동영화(주),,,1983-06-18,개봉영화,장편,한국,0,0,0,0,"2,086",드라마,국민학생관람불가,일반영화
15370,밀애,변영주,"(주)좋은영화,좋은영화",,"플레너스(주)시네마서비스,(주)시네마서비스",2002-11-07,개봉영화,장편,한국,0,N/A,0,N/A,"144,603",드라마,18세관람가,일반영화
15371,밀월,변장호,㈜현대휠코,,,1989-01-28,개봉영화,장편,한국,0,0,0,0,"20,047",드라마,연소자관람불가,일반영화
15372,밀월여행,김응천,영상의 샘,,,,개봉영화,장편,한국,0,0,0,0,0,드라마,중학생이상관람가,일반영화
15373,밀크초콜릿 1950-1990,남만원,활동사진공동체'춘사',,,1991-03-16,개봉영화,장편,한국,0,0,0,0,"2,007",드라마,연소자관람불가,일반영화
15374,바그다드 카페,퍼시 애들론,,한진흥업주식회사,,1993-07-17,개봉영화,장편,독일,0,0,0,0,344,코미디,고등학생이상관람가,일반영화
15375,바나나 대소동,보아즈 데이비슨,"캐논 그룹,골렌골로버스프로덕션",(주)화천공사,,1988-07-30,개봉영화,장편,미국,0,0,0,0,"59,544",액션,연소자관람가,일반영화
15376,바늘구멍,,,,,1982-01-01,개봉영화,장편,미국,0,0,0,0,"119,348",드라마,연소자관람불가,일반영화
15377,바닐라 스카이,카메론 크로우,,UIP코리아,UIP코리아,2001-12-20,개봉영화,장편,미국,0,0,0,0,"270,595",스릴러,18세관람가,일반영화
15378,바다 냄새 나는 여인,앤드류 버킨,,합동영화(주),,1995-09-30,개봉영화,장편,프랑스,0,0,0,0,843,멜로/로맨스,연소자관람불가,일반영화
15379,바다로 간 목마,정진우,(주)우진필림,,,1980-10-18,개봉영화,장편,한국,0,N/A,0,N/A,"20,041",드라마,국민학생관람불가,일반영화
15380,바다의 늑대들,앤드류 V. 맥라글렌,,동아흥행㈜,,1980-12-18,개봉영화,장편,영국,0,0,0,0,"229,004",액션,연소자관람불가,일반영화
15381,바닷가를 달리는 북극개,카렌 게볼키안,,충무로,,1992-08-15,개봉영화,장편,러시아,0,0,0,0,"1,179",드라마,중학생이상관람가,일반영화
15382,바디 샷,마이클 크리스토퍼,뉴라인 시네마,(주)태원엔터테인먼트,,2000-05-13,개봉영화,장편,미국,0,0,0,0,209,드라마,18세관람가,일반영화
15383,바디 투 바디,엔리코 올드이언,,신한영화(주),,1988-12-31,개봉영화,장편,이탈리아,0,0,0,0,312,코미디,연소자관람불가,일반영화
15384,바디체크,조지 케이스,,(주)동아수출공사,,1997-09-27,개봉영화,장편,미국,0,0,0,0,712,스릴러,연소자관람불가,일반영화
15385,"바람, 바람, 바람",심재석,동아흥행㈜,,,1983-06-25,개봉영화,장편,한국,0,0,0,0,"25,538",드라마,연소자관람불가,일반영화
15386,바람계곡의 나우시카,미야자키 하야오,스튜디오 지브리,한국영상투자개발(주),,2000-12-30,개봉영화,장편,일본,0,0,0,0,"63,551",애니메이션,전체관람가,독립/예술영화
15387,바람과 야망,캐롤 발라드,,(주)우진필림,,1994-07-02,개봉영화,장편,미국,0,0,0,0,"8,445",액션,중학생이상관람가,일반영화
15388,바람과 함께 사라지다,빅터 플레밍,메트로-골드윈-마이어,"(주)피터팬픽쳐스,대영영화주식회사",(주)피터팬픽쳐스,1972-12-23,개봉영화,장편,미국,0,0,0,0,"153,680",드라마,"12세이상관람가,국민학생관람불가",독립/예술영화
15389,바람난 계집애들,,,,고몽,1990-09-08,개봉영화,장편,프랑스,0,0,0,0,"11,474",드라마,연소자관람불가,일반영화
15390,바람난 도시,김양득,대영영화주식회사,,,1985-01-01,개봉영화,장편,한국,0,0,0,0,"15,829",드라마,연소자관람불가,일반영화
15391,바람부는 날에도 꽃은 피고,김정옥,양전흥업,,,1987-08-22,개봉영화,장편,한국,0,0,0,0,"5,410",드라마,미성년자관람불가,일반영화
15392,바람부는 날이면 압구정동에 가야 한다,유하,합동영화(주),,,1993-01-22,개봉영화,장편,한국,0,0,0,0,"24,692",멜로/로맨스,고등학생이상관람가,일반영화
15393,바람불면 일어서는 숲,임정수,㈜평주,,,1991-11-02,개봉영화,장편,한국,0,0,0,0,"2,245",성인물(에로),연소자관람불가,일반영화
15394,바람불어 좋은 날,이장호,(주)동아수출공사,,,1980-11-27,개봉영화,장편,한국,0,N/A,0,N/A,"100,228",드라마,연소자관람불가,일반영화
15395,바람의 아들,고응호,한국영화배급㈜,,,1990-11-10,개봉영화,장편,한국,0,0,0,0,885,드라마,미성년자관람불가,일반영화
15396,바람이 분다/목요일 3교시/시험은 끝났다(단편),,,,(주)미로비젼,2002-10-11,개봉영화,단편,한국,0,0,0,0,49,,15세관람가,일반영화
15397,바람이 우리를 데려다 주리라,압바스 키아로스타미,,㈜영화사 백두대간,㈜영화사 백두대간,2002-11-22,개봉영화,장편,이란,0,0,0,0,"9,598",드라마,전체관람가,독립/예술영화
15398,바람타는 남자,박남수,대양필름(주),,,1983-12-10,개봉영화,장편,한국,0,0,0,0,"3,156",드라마,연소자관람불가,일반영화
15399,바로워즈,피터 휴잇,"폴리그램 필름드 엔터테인먼트,워킹 타이틀 필름",월트디즈니코리아㈜,,1999-04-03,개봉영화,장편,미국,0,0,0,0,256,가족,모든 관람객이 관람할 수 있는 등급,일반영화
15400,바르샤바,야누츠 키욥스키,,(주)영서필름,,1993-04-24,개봉영화,장편,프랑스,0,0,0,0,330,드라마,연소자관람불가,일반영화
15401,바리케이드,윤인호,(주)제이콤,,씨제이엔터테인먼트,1997-04-26,개봉영화,장편,한국,0,0,0,0,"3,194",드라마,연소자관람불가,일반영화
15402,바바리안,,,,,1987-11-14,개봉영화,장편,미국,0,0,0,0,"22,080",어드벤처,고등학생이상관람가,일반영화
15403,바베트의 만찬,가브리엘 악셀,데트 단스케 필름인스튜트,남아진흥(주),,1996-06-01,개봉영화,장편,덴마크,0,0,0,0,"6,646",드라마,연소자관람가,일반영화
15404,바벨,제라르 풀리치노,,영성프로덕션,,2000-08-26,개봉영화,장편,프랑스,0,0,0,0,239,가족,전체관람가,일반영화
15405,바보사냥,김기영,(주)화천공사,,,1984-12-01,개봉영화,장편,한국,0,0,0,0,"8,990",드라마,연소자관람불가,일반영화
15406,바보선언,이장호,(주)화천공사,,,1984-03-01,개봉영화,장편,한국,0,0,0,0,"106,423",드라마,연소자관람불가,독립/예술영화
15407,바보스러운 여자,하휘룡,대양필름(주),,,1983-02-26,개봉영화,장편,한국,0,0,0,0,"10,131",드라마,연소자관람불가,일반영화
15408,바브와이어,데이빗 호건,폴리그램 필름드 엔터테인먼트,(주)서우영화사,,1997-10-18,개봉영화,장편,미국,0,0,0,0,"4,598",액션,연소자관람불가,일반영화
15409,바스켓볼 다이어리,스콧 칼벳,뉴라인 시네마,(주)신도필림,,2000-04-29,개봉영화,장편,미국,0,0,0,0,"36,953",범죄,18세관람가,일반영화
15410,바운드,"릴리 워쇼스키,라나 워쇼스키",,(주)동아수출공사,,1997-04-19,개봉영화,장편,미국,0,0,0,0,"57,298",범죄,연소자관람불가,일반영화
15411,바운스,하라다 마사토,,(주)예당엔터테인먼트,콜롬비아,2002-11-20,개봉영화,장편,일본,0,0,0,0,"6,122",드라마,15세관람가,일반영화
15412,바운스,돈 루스,,(주)태원엔터테인먼트,,2001-10-26,개봉영화,장편,미국,0,0,0,0,"45,519",드라마,12세관람가,일반영화
15413,바운티 헌터,조지 에쉬버머,문스톤엔터테인먼트,삼진필림,,1996-06-22,개봉영화,장편,미국,0,0,0,0,750,액션,연소자관람불가,일반영화
15414,바이 준,최호,(주)동아수출공사,,,1998-03-28,개봉영화,장편,한국,0,0,0,0,"4,662",드라마,18세 미만인 자는 관람할 수 없는 등급,일반영화
15415,바이러스,존 브루노,"브리티쉬브로드캐스팅코퍼레이션,뮤추얼필름컴퍼니,토호-토와,다크호스 엔터테인먼트,마루베니 코퍼레이션,텔레문첸,유니온 제너럴 시네마토그래픽 (UGC)",(주)율가필림,,1999-04-17,개봉영화,장편,미국,0,0,0,0,"42,233",액션,15세 미만인 자는 관람할 수 없는 등급,일반영화
15416,바이브레이션,마이클 패서넥,,성창필림,,1996-10-26,개봉영화,장편,미국,0,0,0,0,273,드라마,고등학생이상관람가,일반영화
15417,바이센테니얼 맨,크리스 콜럼버스,1492픽쳐스,,콜럼비아,2000-01-29,개봉영화,장편,미국,0,0,0,0,"103,464",SF,전체관람가,일반영화
15418,바이오맨,김청기,(주)서울동화엔터프라이즈,,,1989-02-04,개봉영화,장편,한국,0,0,0,0,"2,971",SF,연소자관람가,일반영화
15419,바이올린 플레이어,찰리 반 담,,(주)극동스크린,,1995-03-04,개봉영화,장편,프랑스,0,0,0,0,"11,701",드라마,중학생이상관람가,일반영화
15420,바이킹의 전설,마이클 채프만,,(주)이우영상,,1995-12-13,개봉영화,장편,미국,0,0,0,0,844,사극,연소자관람불가,일반영화
15421,바인드,웨스리 스트릭,할리우드픽처스,정명영화(주),,1996-04-27,개봉영화,장편,영국,0,0,0,0,733,스릴러,연소자관람불가,일반영화
15422,바탈리언,,오리온 픽쳐스 코퍼레이션,(주)동아수출공사,오리온 픽쳐스 코퍼레이션,1989-04-08,개봉영화,장편,미국,0,0,0,0,"77,745",SF,중학생이상관람가,일반영화
